"fylke_nr,""barnikommune"",""bhgalder"",""enhet"",""tabellvariabel"",""aar"",""tabell_navn"""
"08,""innvandrerbakgr"",""1"",""prosent"",""15.00862565"",2014,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""1"",""prosent"",""13.53032659"",2014,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""1"",""prosent"",""14.66249441"",2014,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""1"",""prosent"",""18.05162103"",2014,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""1"",""prosent"",""15.51039848"",2014,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""1"",""prosent"",""13.41030195"",2014,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""1"",""prosent"",""13.86481802"",2014,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""1"",""prosent"",""11.50202977"",2014,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""1"",""prosent"",""9.612903226"",2014,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""1"",""prosent"",""10.0589391"",2014,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""1"",""prosent"",""11.50837989"",2014,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""1"",""prosent"",""15.48780488"",2014,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""1"",""prosent"",""17.43847447"",2014,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""1"",""prosent"",""19.70360391"",2014,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""1"",""prosent"",""18.60770578"",2014,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""1"",""prosent"",""27.87669708"",2014,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""1"",""prosent"",""11.57484697"",2014,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""1"",""prosent"",""13.94285714"",2014,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""1"",""prosent"",""22.72262027"",2014,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""1"",""prosent"",""15.92920354"",2014,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""1"",""prosent"",""15.00862565"",2014,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""1"",""prosent"",""13.53032659"",2014,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""1"",""prosent"",""14.66249441"",2014,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""1"",""prosent"",""18.05162103"",2014,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""1"",""prosent"",""15.51039848"",2014,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""1"",""prosent"",""13.41030195"",2014,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""1"",""prosent"",""13.86481802"",2014,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""1"",""prosent"",""11.50202977"",2014,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""1"",""prosent"",""9.612903226"",2014,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""1"",""prosent"",""10.0589391"",2014,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""1"",""prosent"",""11.50837989"",2014,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""1"",""prosent"",""15.48780488"",2014,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""1"",""prosent"",""17.43847447"",2014,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""1"",""prosent"",""19.70360391"",2014,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""1"",""prosent"",""18.60770578"",2014,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""1"",""prosent"",""27.87669708"",2014,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""1"",""prosent"",""11.57484697"",2014,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""1"",""prosent"",""13.94285714"",2014,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""1"",""prosent"",""22.72262027"",2014,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""1"",""prosent"",""15.92920354"",2014,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""1"",""prosent"",""15.00862565"",2014,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""1"",""prosent"",""13.53032659"",2014,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""1"",""prosent"",""14.66249441"",2014,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""1"",""prosent"",""18.05162103"",2014,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""1"",""prosent"",""15.51039848"",2014,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""1"",""prosent"",""13.41030195"",2014,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""1"",""prosent"",""13.86481802"",2014,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""1"",""prosent"",""11.50202977"",2014,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""1"",""prosent"",""9.612903226"",2014,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""1"",""prosent"",""10.0589391"",2014,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""1"",""prosent"",""11.50837989"",2014,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""1"",""prosent"",""15.48780488"",2014,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""1"",""prosent"",""17.43847447"",2014,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""1"",""prosent"",""19.70360391"",2014,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""1"",""prosent"",""18.60770578"",2014,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""1"",""prosent"",""27.87669708"",2014,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""1"",""prosent"",""11.57484697"",2014,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""1"",""prosent"",""13.94285714"",2014,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""1"",""prosent"",""22.72262027"",2014,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""1"",""prosent"",""15.92920354"",2014,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""1"",""prosent"",""15.00862565"",2014,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""1"",""prosent"",""13.53032659"",2014,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""1"",""prosent"",""14.66249441"",2014,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""1"",""prosent"",""18.05162103"",2014,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""1"",""prosent"",""15.51039848"",2014,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""1"",""prosent"",""13.41030195"",2014,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""1"",""prosent"",""13.86481802"",2014,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""1"",""prosent"",""11.50202977"",2014,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""1"",""prosent"",""9.612903226"",2014,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""1"",""prosent"",""10.0589391"",2014,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""1"",""prosent"",""11.50837989"",2014,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""1"",""prosent"",""15.48780488"",2014,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""1"",""prosent"",""17.43847447"",2014,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""1"",""prosent"",""19.70360391"",2014,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""1"",""prosent"",""18.60770578"",2014,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""1"",""prosent"",""27.87669708"",2014,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""1"",""prosent"",""11.57484697"",2014,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""1"",""prosent"",""13.94285714"",2014,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""1"",""prosent"",""22.72262027"",2014,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""1"",""prosent"",""15.92920354"",2014,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""1"",""prosent"",""15.00862565"",2014,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""1"",""prosent"",""13.53032659"",2014,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""1"",""prosent"",""14.66249441"",2014,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""1"",""prosent"",""18.05162103"",2014,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""1"",""prosent"",""15.51039848"",2014,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""1"",""prosent"",""13.41030195"",2014,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""1"",""prosent"",""13.86481802"",2014,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""1"",""prosent"",""11.50202977"",2014,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""1"",""prosent"",""9.612903226"",2014,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""1"",""prosent"",""10.0589391"",2014,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""1"",""prosent"",""11.50837989"",2014,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""1"",""prosent"",""15.48780488"",2014,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""1"",""prosent"",""17.43847447"",2014,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""1"",""prosent"",""19.70360391"",2014,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""1"",""prosent"",""18.60770578"",2014,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""1"",""prosent"",""27.87669708"",2014,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""1"",""prosent"",""11.57484697"",2014,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""1"",""prosent"",""13.94285714"",2014,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""1"",""prosent"",""22.72262027"",2014,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""1"",""prosent"",""15.92920354"",2014,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""1"",""prosent"",""15.00862565"",2014,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""1"",""prosent"",""13.53032659"",2014,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""1"",""prosent"",""14.66249441"",2014,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""1"",""prosent"",""18.05162103"",2014,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""1"",""prosent"",""15.51039848"",2014,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""1"",""prosent"",""13.41030195"",2014,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""1"",""prosent"",""13.86481802"",2014,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""1"",""prosent"",""11.50202977"",2014,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""1"",""prosent"",""9.612903226"",2014,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""1"",""prosent"",""10.0589391"",2014,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""1"",""prosent"",""11.50837989"",2014,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""1"",""prosent"",""15.48780488"",2014,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""1"",""prosent"",""17.43847447"",2014,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""1"",""prosent"",""19.70360391"",2014,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""1"",""prosent"",""18.60770578"",2014,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""1"",""prosent"",""27.87669708"",2014,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""1"",""prosent"",""11.57484697"",2014,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""1"",""prosent"",""13.94285714"",2014,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""1"",""prosent"",""22.72262027"",2014,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""1"",""prosent"",""15.92920354"",2014,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""1"",""prosent"",""15.00862565"",2014,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""1"",""prosent"",""13.53032659"",2014,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""1"",""prosent"",""14.66249441"",2014,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""1"",""prosent"",""18.05162103"",2014,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""1"",""prosent"",""15.51039848"",2014,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""1"",""prosent"",""13.41030195"",2014,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""1"",""prosent"",""13.86481802"",2014,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""1"",""prosent"",""11.50202977"",2014,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""1"",""prosent"",""9.612903226"",2014,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""1"",""prosent"",""10.0589391"",2014,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""1"",""prosent"",""11.50837989"",2014,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""1"",""prosent"",""15.48780488"",2014,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""1"",""prosent"",""17.43847447"",2014,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""1"",""prosent"",""19.70360391"",2014,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""1"",""prosent"",""18.60770578"",2014,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""1"",""prosent"",""27.87669708"",2014,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""1"",""prosent"",""11.57484697"",2014,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""1"",""prosent"",""13.94285714"",2014,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""1"",""prosent"",""22.72262027"",2014,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""1"",""prosent"",""15.92920354"",2014,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""1"",""prosent"",""15.00862565"",2014,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""1"",""prosent"",""13.53032659"",2014,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""1"",""prosent"",""14.66249441"",2014,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""1"",""prosent"",""18.05162103"",2014,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""1"",""prosent"",""15.51039848"",2014,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""1"",""prosent"",""13.41030195"",2014,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""1"",""prosent"",""13.86481802"",2014,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""1"",""prosent"",""11.50202977"",2014,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""1"",""prosent"",""9.612903226"",2014,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""1"",""prosent"",""10.0589391"",2014,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""1"",""prosent"",""11.50837989"",2014,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""1"",""prosent"",""15.48780488"",2014,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""1"",""prosent"",""17.43847447"",2014,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""1"",""prosent"",""19.70360391"",2014,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""1"",""prosent"",""18.60770578"",2014,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""1"",""prosent"",""27.87669708"",2014,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""1"",""prosent"",""11.57484697"",2014,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""1"",""prosent"",""13.94285714"",2014,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""1"",""prosent"",""22.72262027"",2014,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""1"",""prosent"",""15.92920354"",2014,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""1"",""prosent"",""15.00862565"",2014,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""1"",""prosent"",""13.53032659"",2014,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""1"",""prosent"",""14.66249441"",2014,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""1"",""prosent"",""18.05162103"",2014,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""1"",""prosent"",""15.51039848"",2014,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""1"",""prosent"",""13.41030195"",2014,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""1"",""prosent"",""13.86481802"",2014,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""1"",""prosent"",""11.50202977"",2014,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""1"",""prosent"",""9.612903226"",2014,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""1"",""prosent"",""10.0589391"",2014,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""1"",""prosent"",""11.50837989"",2014,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""1"",""prosent"",""15.48780488"",2014,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""1"",""prosent"",""17.43847447"",2014,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""1"",""prosent"",""19.70360391"",2014,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""1"",""prosent"",""18.60770578"",2014,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""1"",""prosent"",""27.87669708"",2014,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""1"",""prosent"",""11.57484697"",2014,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""1"",""prosent"",""13.94285714"",2014,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""1"",""prosent"",""22.72262027"",2014,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""1"",""prosent"",""15.92920354"",2014,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""1"",""prosent"",""15.00862565"",2014,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""1"",""prosent"",""13.53032659"",2014,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""1"",""prosent"",""14.66249441"",2014,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""1"",""prosent"",""18.05162103"",2014,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""1"",""prosent"",""15.51039848"",2014,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""1"",""prosent"",""13.41030195"",2014,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""1"",""prosent"",""13.86481802"",2014,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""1"",""prosent"",""11.50202977"",2014,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""1"",""prosent"",""9.612903226"",2014,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""1"",""prosent"",""10.0589391"",2014,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""1"",""prosent"",""11.50837989"",2014,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""1"",""prosent"",""15.48780488"",2014,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""1"",""prosent"",""17.43847447"",2014,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""1"",""prosent"",""19.70360391"",2014,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""1"",""prosent"",""18.60770578"",2014,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""1"",""prosent"",""27.87669708"",2014,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""1"",""prosent"",""11.57484697"",2014,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""1"",""prosent"",""13.94285714"",2014,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""1"",""prosent"",""22.72262027"",2014,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""1"",""prosent"",""15.92920354"",2014,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""1"",""prosent"",""15.00862565"",2014,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""1"",""prosent"",""13.53032659"",2014,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""1"",""prosent"",""14.66249441"",2014,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""1"",""prosent"",""18.05162103"",2014,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""1"",""prosent"",""15.51039848"",2014,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""1"",""prosent"",""13.41030195"",2014,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""1"",""prosent"",""13.86481802"",2014,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""1"",""prosent"",""11.50202977"",2014,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""1"",""prosent"",""9.612903226"",2014,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""1"",""prosent"",""10.0589391"",2014,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""1"",""prosent"",""11.50837989"",2014,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""1"",""prosent"",""15.48780488"",2014,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""1"",""prosent"",""17.43847447"",2014,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""1"",""prosent"",""19.70360391"",2014,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""1"",""prosent"",""18.60770578"",2014,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""1"",""prosent"",""27.87669708"",2014,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""1"",""prosent"",""11.57484697"",2014,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""1"",""prosent"",""13.94285714"",2014,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""1"",""prosent"",""22.72262027"",2014,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""1"",""prosent"",""15.92920354"",2014,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""1"",""prosent"",""15.00862565"",2014,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""1"",""prosent"",""13.53032659"",2014,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""1"",""prosent"",""14.66249441"",2014,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""1"",""prosent"",""18.05162103"",2014,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""1"",""prosent"",""15.51039848"",2014,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""1"",""prosent"",""13.41030195"",2014,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""1"",""prosent"",""13.86481802"",2014,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""1"",""prosent"",""11.50202977"",2014,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""1"",""prosent"",""9.612903226"",2014,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""1"",""prosent"",""10.0589391"",2014,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""1"",""prosent"",""11.50837989"",2014,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""1"",""prosent"",""15.48780488"",2014,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""1"",""prosent"",""17.43847447"",2014,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""1"",""prosent"",""19.70360391"",2014,""barnehagedeltakelse"""
