"bydel_nr,""barnikommune"",""bhgalder"",""enhet"",""tabellvariabel"",""aar"",""tabell_navn"""
"030106,""barn_ellers"",""2"",""prosent"",""91,18329466"",2014,""barnehagedeltakelse"""
"030107,""barn_ellers"",""2"",""prosent"",""88,74643875"",2014,""barnehagedeltakelse"""
"030108,""barn_ellers"",""2"",""prosent"",""89,28571429"",2014,""barnehagedeltakelse"""
"030109,""barn_ellers"",""2"",""prosent"",""61,328125"",2014,""barnehagedeltakelse"""
"030110,""barn_ellers"",""2"",""prosent"",""47,82608696"",2014,""barnehagedeltakelse"""
"030111,""barn_ellers"",""2"",""prosent"",""42,37668161"",2014,""barnehagedeltakelse"""
"030112,""barn_ellers"",""2"",""prosent"",""47,95918367"",2014,""barnehagedeltakelse"""
"030113,""barn_ellers"",""2"",""prosent"",""78,7012987"",2014,""barnehagedeltakelse"""
"030114,""barn_ellers"",""2"",""prosent"",""90,56603774"",2014,""barnehagedeltakelse"""
"030115,""barn_ellers"",""2"",""prosent"",""57,09401709"",2014,""barnehagedeltakelse"""
"030116,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""barn_ellers"",""2"",""prosent"",""61,57697121"",2014,""barnehagedeltakelse"""
"030102,""barn_ellers"",""2"",""prosent"",""68,17558299"",2014,""barnehagedeltakelse"""
"030103,""barn_ellers"",""2"",""prosent"",""78,87323944"",2014,""barnehagedeltakelse"""
"030104,""barn_ellers"",""2"",""prosent"",""78,26086957"",2014,""barnehagedeltakelse"""
"030105,""barn_ellers"",""2"",""prosent"",""75,04950495"",2014,""barnehagedeltakelse"""
"030106,""barn_ellers"",""2"",""prosent"",""91,18329466"",2014,""barnehagedeltakelse"""
"030107,""barn_ellers"",""2"",""prosent"",""88,74643875"",2014,""barnehagedeltakelse"""
"030108,""barn_ellers"",""2"",""prosent"",""89,28571429"",2014,""barnehagedeltakelse"""
"030109,""barn_ellers"",""2"",""prosent"",""61,328125"",2014,""barnehagedeltakelse"""
"030110,""barn_ellers"",""2"",""prosent"",""47,82608696"",2014,""barnehagedeltakelse"""
"030111,""barn_ellers"",""2"",""prosent"",""42,37668161"",2014,""barnehagedeltakelse"""
"030112,""barn_ellers"",""2"",""prosent"",""47,95918367"",2014,""barnehagedeltakelse"""
"030113,""barn_ellers"",""2"",""prosent"",""78,7012987"",2014,""barnehagedeltakelse"""
"030114,""barn_ellers"",""2"",""prosent"",""90,56603774"",2014,""barnehagedeltakelse"""
"030115,""barn_ellers"",""2"",""prosent"",""57,09401709"",2014,""barnehagedeltakelse"""
"030116,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""barn_ellers"",""2"",""prosent"",""61,57697121"",2014,""barnehagedeltakelse"""
"030102,""barn_ellers"",""2"",""prosent"",""68,17558299"",2014,""barnehagedeltakelse"""
"030103,""barn_ellers"",""2"",""prosent"",""78,87323944"",2014,""barnehagedeltakelse"""
"030104,""barn_ellers"",""2"",""prosent"",""78,26086957"",2014,""barnehagedeltakelse"""
"030105,""barn_ellers"",""2"",""prosent"",""75,04950495"",2014,""barnehagedeltakelse"""
"030106,""barn_ellers"",""2"",""prosent"",""91,18329466"",2014,""barnehagedeltakelse"""
"030107,""barn_ellers"",""2"",""prosent"",""88,74643875"",2014,""barnehagedeltakelse"""
"030108,""barn_ellers"",""2"",""prosent"",""89,28571429"",2014,""barnehagedeltakelse"""
"030109,""barn_ellers"",""2"",""prosent"",""61,328125"",2014,""barnehagedeltakelse"""
"030110,""barn_ellers"",""2"",""prosent"",""47,82608696"",2014,""barnehagedeltakelse"""
"030111,""barn_ellers"",""2"",""prosent"",""42,37668161"",2014,""barnehagedeltakelse"""
"030112,""barn_ellers"",""2"",""prosent"",""47,95918367"",2014,""barnehagedeltakelse"""
"030113,""barn_ellers"",""2"",""prosent"",""78,7012987"",2014,""barnehagedeltakelse"""
"030114,""barn_ellers"",""2"",""prosent"",""90,56603774"",2014,""barnehagedeltakelse"""
"030115,""barn_ellers"",""2"",""prosent"",""57,09401709"",2014,""barnehagedeltakelse"""
"030116,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""barn_ellers"",""2"",""prosent"",""61,57697121"",2014,""barnehagedeltakelse"""
"030102,""barn_ellers"",""2"",""prosent"",""68,17558299"",2014,""barnehagedeltakelse"""
"030103,""barn_ellers"",""2"",""prosent"",""78,87323944"",2014,""barnehagedeltakelse"""
"030104,""barn_ellers"",""2"",""prosent"",""78,26086957"",2014,""barnehagedeltakelse"""
"030105,""barn_ellers"",""2"",""prosent"",""75,04950495"",2014,""barnehagedeltakelse"""
"030106,""barn_ellers"",""2"",""prosent"",""91,18329466"",2014,""barnehagedeltakelse"""
"030107,""barn_ellers"",""2"",""prosent"",""88,74643875"",2014,""barnehagedeltakelse"""
"030108,""barn_ellers"",""2"",""prosent"",""89,28571429"",2014,""barnehagedeltakelse"""
"030109,""barn_ellers"",""2"",""prosent"",""61,328125"",2014,""barnehagedeltakelse"""
"030110,""barn_ellers"",""2"",""prosent"",""47,82608696"",2014,""barnehagedeltakelse"""
"030111,""barn_ellers"",""2"",""prosent"",""42,37668161"",2014,""barnehagedeltakelse"""
"030112,""barn_ellers"",""2"",""prosent"",""47,95918367"",2014,""barnehagedeltakelse"""
"030113,""barn_ellers"",""2"",""prosent"",""78,7012987"",2014,""barnehagedeltakelse"""
"030114,""barn_ellers"",""2"",""prosent"",""90,56603774"",2014,""barnehagedeltakelse"""
"030115,""barn_ellers"",""2"",""prosent"",""57,09401709"",2014,""barnehagedeltakelse"""
"030116,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""barn_ellers"",""2"",""prosent"",""61,57697121"",2014,""barnehagedeltakelse"""
"030102,""barn_ellers"",""2"",""prosent"",""68,17558299"",2014,""barnehagedeltakelse"""
"030103,""barn_ellers"",""2"",""prosent"",""78,87323944"",2014,""barnehagedeltakelse"""
"030104,""barn_ellers"",""2"",""prosent"",""78,26086957"",2014,""barnehagedeltakelse"""
"030105,""barn_ellers"",""2"",""prosent"",""75,04950495"",2014,""barnehagedeltakelse"""
"030106,""barn_ellers"",""2"",""prosent"",""91,18329466"",2014,""barnehagedeltakelse"""
"030107,""barn_ellers"",""2"",""prosent"",""88,74643875"",2014,""barnehagedeltakelse"""
"030108,""barn_ellers"",""2"",""prosent"",""89,28571429"",2014,""barnehagedeltakelse"""
"030109,""barn_ellers"",""2"",""prosent"",""61,328125"",2014,""barnehagedeltakelse"""
"030110,""barn_ellers"",""2"",""prosent"",""47,82608696"",2014,""barnehagedeltakelse"""
"030111,""barn_ellers"",""2"",""prosent"",""42,37668161"",2014,""barnehagedeltakelse"""
"030112,""barn_ellers"",""2"",""prosent"",""47,95918367"",2014,""barnehagedeltakelse"""
"030113,""barn_ellers"",""2"",""prosent"",""78,7012987"",2014,""barnehagedeltakelse"""
"030114,""barn_ellers"",""2"",""prosent"",""90,56603774"",2014,""barnehagedeltakelse"""
"030115,""barn_ellers"",""2"",""prosent"",""57,09401709"",2014,""barnehagedeltakelse"""
"030116,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""barn_ellers"",""2"",""prosent"",""61,57697121"",2014,""barnehagedeltakelse"""
"030102,""barn_ellers"",""2"",""prosent"",""68,17558299"",2014,""barnehagedeltakelse"""
"030103,""barn_ellers"",""2"",""prosent"",""78,87323944"",2014,""barnehagedeltakelse"""
"030104,""barn_ellers"",""2"",""prosent"",""78,26086957"",2014,""barnehagedeltakelse"""
"030105,""barn_ellers"",""2"",""prosent"",""75,04950495"",2014,""barnehagedeltakelse"""
"030106,""barn_ellers"",""2"",""prosent"",""91,18329466"",2014,""barnehagedeltakelse"""
"030107,""barn_ellers"",""2"",""prosent"",""88,74643875"",2014,""barnehagedeltakelse"""
"030108,""barn_ellers"",""2"",""prosent"",""89,28571429"",2014,""barnehagedeltakelse"""
"030109,""barn_ellers"",""2"",""prosent"",""61,328125"",2014,""barnehagedeltakelse"""
"030110,""barn_ellers"",""2"",""prosent"",""47,82608696"",2014,""barnehagedeltakelse"""
"030111,""barn_ellers"",""2"",""prosent"",""42,37668161"",2014,""barnehagedeltakelse"""
"030112,""barn_ellers"",""2"",""prosent"",""47,95918367"",2014,""barnehagedeltakelse"""
"030113,""barn_ellers"",""2"",""prosent"",""78,7012987"",2014,""barnehagedeltakelse"""
"030114,""barn_ellers"",""2"",""prosent"",""90,56603774"",2014,""barnehagedeltakelse"""
"030115,""barn_ellers"",""2"",""prosent"",""57,09401709"",2014,""barnehagedeltakelse"""
"030116,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""barn_ellers"",""2"",""prosent"",""61,57697121"",2014,""barnehagedeltakelse"""
"030102,""barn_ellers"",""2"",""prosent"",""68,17558299"",2014,""barnehagedeltakelse"""
"030103,""barn_ellers"",""2"",""prosent"",""78,87323944"",2014,""barnehagedeltakelse"""
"030104,""barn_ellers"",""2"",""prosent"",""78,26086957"",2014,""barnehagedeltakelse"""
"030105,""barn_ellers"",""2"",""prosent"",""75,04950495"",2014,""barnehagedeltakelse"""
"030106,""barn_ellers"",""2"",""prosent"",""91,18329466"",2014,""barnehagedeltakelse"""
"030107,""barn_ellers"",""2"",""prosent"",""88,74643875"",2014,""barnehagedeltakelse"""
"030108,""barn_ellers"",""2"",""prosent"",""89,28571429"",2014,""barnehagedeltakelse"""
"030109,""barn_ellers"",""2"",""prosent"",""61,328125"",2014,""barnehagedeltakelse"""
"030110,""barn_ellers"",""2"",""prosent"",""47,82608696"",2014,""barnehagedeltakelse"""
"030111,""barn_ellers"",""2"",""prosent"",""42,37668161"",2014,""barnehagedeltakelse"""
"030112,""barn_ellers"",""2"",""prosent"",""47,95918367"",2014,""barnehagedeltakelse"""
"030113,""barn_ellers"",""2"",""prosent"",""78,7012987"",2014,""barnehagedeltakelse"""
"030114,""barn_ellers"",""2"",""prosent"",""90,56603774"",2014,""barnehagedeltakelse"""
"030115,""barn_ellers"",""2"",""prosent"",""57,09401709"",2014,""barnehagedeltakelse"""
"030116,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""barn_ellers"",""2"",""prosent"",""61,57697121"",2014,""barnehagedeltakelse"""
"030102,""barn_ellers"",""2"",""prosent"",""68,17558299"",2014,""barnehagedeltakelse"""
"030103,""barn_ellers"",""2"",""prosent"",""78,87323944"",2014,""barnehagedeltakelse"""
"030104,""barn_ellers"",""2"",""prosent"",""78,26086957"",2014,""barnehagedeltakelse"""
"030105,""barn_ellers"",""2"",""prosent"",""75,04950495"",2014,""barnehagedeltakelse"""
"030106,""barn_ellers"",""2"",""prosent"",""91,18329466"",2014,""barnehagedeltakelse"""
"030107,""barn_ellers"",""2"",""prosent"",""88,74643875"",2014,""barnehagedeltakelse"""
"030108,""barn_ellers"",""2"",""prosent"",""89,28571429"",2014,""barnehagedeltakelse"""
"030109,""barn_ellers"",""2"",""prosent"",""61,328125"",2014,""barnehagedeltakelse"""
"030110,""barn_ellers"",""2"",""prosent"",""47,82608696"",2014,""barnehagedeltakelse"""
"030111,""barn_ellers"",""2"",""prosent"",""42,37668161"",2014,""barnehagedeltakelse"""
"030112,""barn_ellers"",""2"",""prosent"",""47,95918367"",2014,""barnehagedeltakelse"""
"030113,""barn_ellers"",""2"",""prosent"",""78,7012987"",2014,""barnehagedeltakelse"""
"030114,""barn_ellers"",""2"",""prosent"",""90,56603774"",2014,""barnehagedeltakelse"""
"030115,""barn_ellers"",""2"",""prosent"",""57,09401709"",2014,""barnehagedeltakelse"""
"030116,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""barn_ellers"",""2"",""prosent"",""61,57697121"",2014,""barnehagedeltakelse"""
"030102,""barn_ellers"",""2"",""prosent"",""68,17558299"",2014,""barnehagedeltakelse"""
"030103,""barn_ellers"",""2"",""prosent"",""78,87323944"",2014,""barnehagedeltakelse"""
"030104,""barn_ellers"",""2"",""prosent"",""78,26086957"",2014,""barnehagedeltakelse"""
"030105,""barn_ellers"",""2"",""prosent"",""75,04950495"",2014,""barnehagedeltakelse"""
"030106,""barn_ellers"",""2"",""prosent"",""91,18329466"",2014,""barnehagedeltakelse"""
"030107,""barn_ellers"",""2"",""prosent"",""88,74643875"",2014,""barnehagedeltakelse"""
"030108,""barn_ellers"",""2"",""prosent"",""89,28571429"",2014,""barnehagedeltakelse"""
"030109,""barn_ellers"",""2"",""prosent"",""61,328125"",2014,""barnehagedeltakelse"""
"030110,""barn_ellers"",""2"",""prosent"",""47,82608696"",2014,""barnehagedeltakelse"""
"030111,""barn_ellers"",""2"",""prosent"",""42,37668161"",2014,""barnehagedeltakelse"""
"030112,""barn_ellers"",""2"",""prosent"",""47,95918367"",2014,""barnehagedeltakelse"""
"030113,""barn_ellers"",""2"",""prosent"",""78,7012987"",2014,""barnehagedeltakelse"""
"030114,""barn_ellers"",""2"",""prosent"",""90,56603774"",2014,""barnehagedeltakelse"""
"030115,""barn_ellers"",""2"",""prosent"",""57,09401709"",2014,""barnehagedeltakelse"""
"030116,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""barn_ellers"",""2"",""prosent"",""61,57697121"",2014,""barnehagedeltakelse"""
"030102,""barn_ellers"",""2"",""prosent"",""68,17558299"",2014,""barnehagedeltakelse"""
"030103,""barn_ellers"",""2"",""prosent"",""78,87323944"",2014,""barnehagedeltakelse"""
"030104,""barn_ellers"",""2"",""prosent"",""78,26086957"",2014,""barnehagedeltakelse"""
"030105,""barn_ellers"",""2"",""prosent"",""75,04950495"",2014,""barnehagedeltakelse"""
"030106,""barn_ellers"",""2"",""prosent"",""91,18329466"",2014,""barnehagedeltakelse"""
"030107,""barn_ellers"",""2"",""prosent"",""88,74643875"",2014,""barnehagedeltakelse"""
"030108,""barn_ellers"",""2"",""prosent"",""89,28571429"",2014,""barnehagedeltakelse"""
"030109,""barn_ellers"",""2"",""prosent"",""61,328125"",2014,""barnehagedeltakelse"""
"030110,""barn_ellers"",""2"",""prosent"",""47,82608696"",2014,""barnehagedeltakelse"""
"030111,""barn_ellers"",""2"",""prosent"",""42,37668161"",2014,""barnehagedeltakelse"""
"030112,""barn_ellers"",""2"",""prosent"",""47,95918367"",2014,""barnehagedeltakelse"""
"030113,""barn_ellers"",""2"",""prosent"",""78,7012987"",2014,""barnehagedeltakelse"""
"030114,""barn_ellers"",""2"",""prosent"",""90,56603774"",2014,""barnehagedeltakelse"""
"030115,""barn_ellers"",""2"",""prosent"",""57,09401709"",2014,""barnehagedeltakelse"""
"030116,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""barn_ellers"",""2"",""prosent"",""61,57697121"",2014,""barnehagedeltakelse"""
"030102,""barn_ellers"",""2"",""prosent"",""68,17558299"",2014,""barnehagedeltakelse"""
"030103,""barn_ellers"",""2"",""prosent"",""78,87323944"",2014,""barnehagedeltakelse"""
"030104,""barn_ellers"",""2"",""prosent"",""78,26086957"",2014,""barnehagedeltakelse"""
"030105,""barn_ellers"",""2"",""prosent"",""75,04950495"",2014,""barnehagedeltakelse"""
"030106,""barn_ellers"",""2"",""prosent"",""91,18329466"",2014,""barnehagedeltakelse"""
"030107,""barn_ellers"",""2"",""prosent"",""88,74643875"",2014,""barnehagedeltakelse"""
"030108,""barn_ellers"",""2"",""prosent"",""89,28571429"",2014,""barnehagedeltakelse"""
"030109,""barn_ellers"",""2"",""prosent"",""61,328125"",2014,""barnehagedeltakelse"""
"030110,""barn_ellers"",""2"",""prosent"",""47,82608696"",2014,""barnehagedeltakelse"""
"030111,""barn_ellers"",""2"",""prosent"",""42,37668161"",2014,""barnehagedeltakelse"""
"030112,""barn_ellers"",""2"",""prosent"",""47,95918367"",2014,""barnehagedeltakelse"""
"030113,""barn_ellers"",""2"",""prosent"",""78,7012987"",2014,""barnehagedeltakelse"""
"030114,""barn_ellers"",""2"",""prosent"",""90,56603774"",2014,""barnehagedeltakelse"""
"030115,""barn_ellers"",""2"",""prosent"",""57,09401709"",2014,""barnehagedeltakelse"""
"030116,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""barn_ellers"",""2"",""prosent"",""61,57697121"",2014,""barnehagedeltakelse"""
"030102,""barn_ellers"",""2"",""prosent"",""68,17558299"",2014,""barnehagedeltakelse"""
"030103,""barn_ellers"",""2"",""prosent"",""78,87323944"",2014,""barnehagedeltakelse"""
"030104,""barn_ellers"",""2"",""prosent"",""78,26086957"",2014,""barnehagedeltakelse"""
"030105,""barn_ellers"",""2"",""prosent"",""75,04950495"",2014,""barnehagedeltakelse"""
"030106,""barn_ellers"",""2"",""prosent"",""91,18329466"",2014,""barnehagedeltakelse"""
"030107,""barn_ellers"",""2"",""prosent"",""88,74643875"",2014,""barnehagedeltakelse"""
"030108,""barn_ellers"",""2"",""prosent"",""89,28571429"",2014,""barnehagedeltakelse"""
"030109,""barn_ellers"",""2"",""prosent"",""61,328125"",2014,""barnehagedeltakelse"""
"030110,""barn_ellers"",""2"",""prosent"",""47,82608696"",2014,""barnehagedeltakelse"""
"030111,""barn_ellers"",""2"",""prosent"",""42,37668161"",2014,""barnehagedeltakelse"""
"030112,""barn_ellers"",""2"",""prosent"",""47,95918367"",2014,""barnehagedeltakelse"""
"030113,""barn_ellers"",""2"",""prosent"",""78,7012987"",2014,""barnehagedeltakelse"""
"030114,""barn_ellers"",""2"",""prosent"",""90,56603774"",2014,""barnehagedeltakelse"""
"030115,""barn_ellers"",""2"",""prosent"",""57,09401709"",2014,""barnehagedeltakelse"""
"030116,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""barn_ellers"",""2"",""prosent"",""61,57697121"",2014,""barnehagedeltakelse"""
"030102,""barn_ellers"",""2"",""prosent"",""68,17558299"",2014,""barnehagedeltakelse"""
"030103,""barn_ellers"",""2"",""prosent"",""78,87323944"",2014,""barnehagedeltakelse"""
"030104,""barn_ellers"",""2"",""prosent"",""78,26086957"",2014,""barnehagedeltakelse"""
"030105,""barn_ellers"",""2"",""prosent"",""75,04950495"",2014,""barnehagedeltakelse"""
"030106,""barn_ellers"",""2"",""prosent"",""91,18329466"",2014,""barnehagedeltakelse"""
"030107,""barn_ellers"",""2"",""prosent"",""88,74643875"",2014,""barnehagedeltakelse"""
"030108,""barn_ellers"",""2"",""prosent"",""89,28571429"",2014,""barnehagedeltakelse"""
"030109,""barn_ellers"",""2"",""prosent"",""61,328125"",2014,""barnehagedeltakelse"""
"030110,""barn_ellers"",""2"",""prosent"",""47,82608696"",2014,""barnehagedeltakelse"""
"030111,""barn_ellers"",""2"",""prosent"",""42,37668161"",2014,""barnehagedeltakelse"""
"030112,""barn_ellers"",""2"",""prosent"",""47,95918367"",2014,""barnehagedeltakelse"""
"030113,""barn_ellers"",""2"",""prosent"",""78,7012987"",2014,""barnehagedeltakelse"""
"030114,""barn_ellers"",""2"",""prosent"",""90,56603774"",2014,""barnehagedeltakelse"""
"030115,""barn_ellers"",""2"",""prosent"",""57,09401709"",2014,""barnehagedeltakelse"""
"030116,""barn_ellers"",""2"",""prosent"",""."",2014,""barnehagedeltakelse"""
